instant,dteday,spring,summer,fall,season,yr,1,2,3,4,5,6,7,8,9,10,11,mnth,daybreak,morning,working hour,offwork,hr,holiday,w0,w1,w2,w3,w4,w5,weekday,workingday,weathersit,weathersit1,temp,atemp,hum,windspeed,casual,registered,cnt,sf
5187,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.25,1,0.72,0.697,0.79,0.1343,10,25,35,184.699778
5188,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0.25,1,0.72,0.6818,0.66,0,5,9,14,184.5194229
5189,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,1,0,0,0,2,1,0.25,1,0.72,0.6818,0.7,0,9,3,12,184.363485
5190,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,3,0,0,0,1,0,0,0,2,1,0.25,1,0.72,0.6818,0.62,0,0,3,3,184.3052164
5191,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,4,0,0,0,1,0,0,0,2,1,0.25,1,0.7,0.6667,0.74,0,1,6,7,184.3146504
5192,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,5,0,0,0,1,0,0,0,2,1,0.25,1,0.7,0.6515,0.65,0.0896,5,25,30,184.2475028
5193,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,0,0,1,0,0,0,2,1,0.25,1,0.72,0.6667,0.64,0,6,95,101,184.1043285
5194,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,7,0,0,0,1,0,0,0,2,1,0.25,1,0.72,0.697,0.74,0.1045,30,313,343,184.0099889
5195,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,8,0,0,0,1,0,0,0,2,1,0.25,1,0.74,0.697,0.66,0,40,352,392,183.936737
5196,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,9,0,0,0,1,0,0,0,2,1,0.5,2,0.78,0.7424,0.62,0.1343,34,141,175,183.891232
5197,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,10,0,0,0,1,0,0,0,2,1,0.5,2,0.8,0.7727,0.59,0.2239,55,89,144,183.8584906
5198,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,11,0,0,0,1,0,0,0,2,1,0.25,1,0.8,0.7727,0.59,0.2239,61,88,149,183.8423973
5199,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,12,0,0,0,1,0,0,0,2,1,0.25,1,0.82,0.7879,0.56,0.194,60,125,185,183.9295228
5200,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,13,0,0,0,1,0,0,0,2,1,0.25,1,0.84,0.7879,0.49,0.1642,48,127,175,184.1581576
5201,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,14,0,0,0,1,0,0,0,2,1,0.25,1,0.86,0.7879,0.44,0.2836,53,95,148,184.345727
5202,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,15,0,0,0,1,0,0,0,2,1,0.25,1,0.86,0.7727,0.39,0.2836,58,106,164,184.4772475
5203,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,16,0,0,0,1,0,0,0,2,1,0.25,1,0.86,0.7727,0.39,0.2985,57,228,285,184.563818
5204,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,17,0,0,0,1,0,0,0,2,1,0.25,1,0.8,0.7576,0.55,0.1642,79,453,532,184.63596
5205,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,18,0,0,0,1,0,0,0,2,1,0.25,1,0.8,0.7576,0.55,0.194,97,488,585,184.7258602
5206,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,19,0,0,0,1,0,0,0,2,1,0.25,1,0.8,0.7424,0.49,0.1045,69,302,371,184.7952275
5207,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,20,0,0,0,1,0,0,0,2,1,0.25,1,0.8,0.7273,0.43,0.194,34,258,292,184.8534961
5208,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,21,0,0,0,1,0,0,0,2,1,0.25,1,0.78,0.697,0.46,0.2537,46,184,230,184.8840178
5209,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,22,0,0,0,1,0,0,0,2,1,0.25,1,0.78,0.697,0.46,0.2985,28,127,155,184.8768036
5210,2011/8/9,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,23,0,0,0,1,0,0,0,2,1,0.25,1,0.76,0.6818,0.48,0.2836,22,53,75,184.7918979
5211,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0.25,1,0.74,0.6667,0.51,0.2239,19,18,37,184.6481687
5212,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0.25,1,0.72,0.6667,0.54,0.194,7,10,17,184.4345172
5213,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,0,1,0,0,3,1,0.25,1,0.72,0.6667,0.54,0.1642,1,10,11,184.2225305
5214,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,3,0,0,0,0,1,0,0,3,1,0.25,1,0.7,0.6515,0.58,0.1642,1,3,4,184.009434
5215,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,4,0,0,0,0,1,0,0,3,1,0.25,1,0.7,0.6515,0.54,0.1343,1,4,5,183.8612653
5216,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,5,0,0,0,0,1,0,0,3,1,0.25,1,0.68,0.6364,0.61,0.0896,2,30,32,183.7508324
5217,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,0,0,0,1,0,0,3,1,0.25,1,0.68,0.6364,0.61,0,9,110,119,183.6592675
5218,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,7,0,0,0,0,1,0,0,3,1,0.25,1,0.7,0.6515,0.58,0.0896,16,289,305,183.6642619
5219,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,8,0,0,0,0,1,0,0,3,1,0.25,1,0.74,0.6667,0.51,0.194,38,361,399,183.7702553
5220,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,9,0,0,0,0,1,0,0,3,1,0.25,1,0.76,0.6818,0.48,0.2239,32,148,180,183.8623751
5221,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,10,0,0,0,0,1,0,0,3,1,0.25,1,0.8,0.7273,0.43,0.2239,41,72,113,183.9295228
5222,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,11,0,0,0,0,1,0,0,3,1,0.25,1,0.8,0.7121,0.41,0.3881,54,95,149,184.0332963
5223,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,12,0,0,0,0,1,0,0,3,1,0.25,1,0.82,0.7273,0.38,0.2985,74,166,240,184.1126526
5224,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,13,0,0,0,0,1,0,0,3,1,0.25,1,0.82,0.7273,0.38,0.2836,41,150,191,184.2302997
5225,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,14,0,0,0,0,1,0,0,3,1,0.25,1,0.84,0.7273,0.34,0.3284,62,116,178,184.3351831
5226,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,15,0,0,0,0,1,0,0,3,1,0.25,1,0.86,0.7424,0.3,0.3284,53,141,194,184.4112098
5227,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,16,0,0,0,0,1,0,0,3,1,0.25,1,0.86,0.7424,0.26,0.2985,76,206,282,184.4739179
5228,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,17,0,0,0,0,1,0,0,3,1,0.25,1,0.84,0.7121,0.26,0.2985,71,513,584,184.5538291
5229,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,18,0,0,0,0,1,0,0,3,1,0.25,1,0.82,0.7121,0.28,0.2985,70,489,559,184.6265261
5230,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,19,0,0,0,0,1,0,0,3,1,0.25,1,0.8,0.697,0.26,0.2537,79,334,413,184.699778
5231,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,20,0,0,0,0,1,0,0,3,1,0.25,1,0.76,0.6667,0.31,0.1343,59,253,312,184.7530522
5232,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,21,0,0,0,0,1,0,0,3,1,0.25,1,0.76,0.6667,0.33,0.1045,47,162,209,184.7769145
5233,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,22,0,0,0,0,1,0,0,3,1,0.25,1,0.74,0.6515,0.37,0,17,122,139,184.7785794
5234,2011/8/10,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,23,0,0,0,0,1,0,0,3,1,0.25,1,0.74,0.6515,0.37,0.0896,14,94,108,184.6664817
5235,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0.25,1,0.7,0.6364,0.45,0.1045,6,40,46,184.5116537
5236,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0.25,1,0.7,0.6364,0.45,0.1343,9,17,26,184.3213097
5237,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,0,0,1,0,4,1,0.25,1,0.66,0.6212,0.54,0.1343,3,8,11,184.0799112
5238,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,3,0,0,0,0,0,1,0,4,1,0.25,1,0.64,0.6212,0.57,0.1343,2,7,9,183.8695893
5239,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,4,0,0,0,0,0,1,0,4,1,0.25,1,0.64,0.6212,0.57,0.1642,1,4,5,183.681465
5240,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,5,0,0,0,0,0,1,0,4,1,0.25,1,0.64,0.6212,0.61,0.194,2,23,25,183.5327414
5241,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,0,0,0,0,1,0,4,1,0.25,1,0.62,0.6061,0.65,0.1642,5,101,106,183.4261931
5242,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,7,0,0,0,0,0,1,0,4,1,0.25,1,0.66,0.6212,0.54,0.1343,15,292,307,183.3601554
5243,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,8,0,0,0,0,0,1,0,4,1,0.25,1,0.7,0.6364,0.45,0.1642,29,361,390,183.3301887
5244,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,9,0,0,0,0,0,1,0,4,1,0.25,1,0.72,0.6515,0.39,0.2239,31,166,197,183.3307436
5245,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,10,0,0,0,0,0,1,0,4,1,0.25,1,0.74,0.6515,0.37,0.2537,36,96,132,183.2891232
5246,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,11,0,0,0,0,0,1,0,4,1,0.25,1,0.76,0.6667,0.35,0.2537,59,128,187,183.2380688
5247,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,12,0,0,0,0,0,1,0,4,1,0.25,1,0.78,0.6818,0.31,0.2537,50,164,214,183.2619312
5248,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,13,0,0,0,0,0,1,0,4,1,0.25,1,0.76,0.6667,0.31,0.2239,51,166,217,183.3657048
5249,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,14,0,0,0,0,0,1,0,4,1,0.25,1,0.8,0.697,0.29,0,39,103,142,183.4955605
5250,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,15,0,0,0,0,0,1,0,4,1,0.25,1,0.8,0.697,0.29,0.2985,52,126,178,183.6098779
5251,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,16,0,0,0,0,0,1,0,4,1,0.25,1,0.8,0.697,0.27,0.194,57,241,298,183.7025527
5252,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,17,0,0,0,0,0,1,0,4,1,0.25,1,0.8,0.697,0.29,0.2537,96,486,582,183.7796892
5253,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,18,0,0,0,0,0,1,0,4,1,0.25,1,0.78,0.6818,0.29,0.0896,74,497,571,183.8235294
5254,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,19,0,0,0,0,0,1,0,4,1,0.25,1,0.74,0.6515,0.35,0.194,48,323,371,183.8423973
5255,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,20,0,0,0,0,0,1,0,4,1,0.25,1,0.72,0.6515,0.37,0.1343,56,232,288,183.8107658
5256,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,21,0,0,0,0,0,1,0,4,1,0.25,1,0.7,0.6515,0.48,0.0896,35,171,206,183.6664817
5257,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,22,0,0,0,0,0,1,0,4,1,0.25,1,0.7,0.6515,0.48,0,34,123,157,183.4339623
5258,2011/8/11,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,23,0,0,0,0,0,1,0,4,1,0.25,1,0.66,0.6212,0.5,0.1642,22,105,127,183.3107658
5259,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0.25,1,0.64,0.6212,0.53,0.1642,12,53,65,183.2380688
5260,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,1,5,1,0.25,1,0.64,0.6212,0.53,0.1343,4,19,23,183.1581576
5261,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,1,5,1,0.25,1,0.62,0.6212,0.57,0.194,0,15,15,183.109323
5262,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,1,5,1,0.25,1,0.62,0.6212,0.53,0.1642,0,9,9,183.1809101
5263,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,1,5,1,0.25,1,0.62,0.6212,0.53,0.1343,0,5,5,183.3152053
5264,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,5,0,0,0,0,0,0,1,5,1,0.25,1,0.6,0.6212,0.56,0.1343,2,24,26,183.3446171
5265,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,0,0,0,0,0,1,5,1,0.25,1,0.62,0.6212,0.5,0.1343,3,73,76,183.2469478
5266,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,7,0,0,0,0,0,0,1,5,1,0.25,1,0.64,0.6212,0.44,0.1642,17,247,264,183.0216426
5267,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,8,0,0,0,0,0,0,1,5,1,0.25,1,0.68,0.6364,0.39,0.2239,29,397,426,182.8512764
5268,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,9,0,0,0,0,0,0,1,5,1,0.25,1,0.72,0.6515,0.34,0.1343,27,178,205,182.745283
5269,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,10,0,0,0,0,0,0,1,5,1,0.25,1,0.74,0.6515,0.33,0.1045,44,86,130,182.6920089
5270,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,11,0,0,0,0,0,0,1,5,1,0.25,1,0.76,0.6667,0.29,0,48,108,156,182.6598224
5271,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,12,0,0,0,0,0,0,1,5,1,0.25,1,0.8,0.697,0.27,0,55,167,222,182.7197558
5272,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,13,0,0,0,0,0,0,1,5,1,0.25,1,0.78,0.6818,0.29,0.0896,74,179,253,182.9944506
5273,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,14,0,0,0,0,0,0,1,5,1,0.25,1,0.8,0.697,0.29,0.194,51,135,186,183.2735849
5274,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,15,0,0,0,0,0,0,1,5,1,0.25,1,0.8,0.697,0.29,0.1642,59,190,249,183.472808
5275,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,16,0,0,0,0,0,0,1,5,1,0.25,1,0.82,0.7121,0.28,0,68,266,334,183.5982242
5276,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,17,0,0,0,0,0,0,1,5,1,0.25,1,0.82,0.7121,0.26,0,93,423,516,183.7058824
5277,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,18,0,0,0,0,0,0,1,5,1,0.25,1,0.76,0.6818,0.4,0.2985,89,376,465,183.7741398
5278,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,19,0,0,0,0,0,0,1,5,1,0.25,1,0.74,0.6667,0.42,0.2239,101,284,385,183.7924528
5279,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,20,0,0,0,0,0,0,1,5,1,0.25,1,0.72,0.6515,0.42,0.2239,77,210,287,183.7391787
5280,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,1,5,1,0.25,1,0.7,0.6515,0.48,0.1343,73,153,226,183.5738069
5281,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,22,0,0,0,0,0,0,1,5,1,0.25,1,0.68,0.6364,0.51,0,74,157,231,183.3390677
5282,2011/8/12,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,23,0,0,0,0,0,0,1,5,1,0.25,1,0.68,0.6364,0.51,0,51,100,151,183.2358491
5283,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.25,1,0.68,0.6364,0.51,0.1045,15,69,84,183.2153163
5284,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0.5,2,0.68,0.6364,0.57,0.0896,13,64,77,183.1570477
5285,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0.25,1,0.68,0.6364,0.57,0,16,58,74,183.13596
5286,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0.25,1,0.66,0.6212,0.65,0.1343,9,18,27,183.2408435
5287,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0.5,2,0.64,0.6061,0.73,0.1343,5,5,10,183.2663707
5288,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,5,0,0,0,0,0,0,0,6,0,0.25,1,0.64,0.6061,0.73,0.1045,3,15,18,183.2019978
5289,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0.25,1,0.64,0.6061,0.73,0.0896,3,19,22,183.0660377
5290,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,7,0,0,0,0,0,0,0,6,0,0.5,2,0.66,0.6212,0.74,0.194,10,34,44,182.7663707
5291,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,8,0,0,0,0,0,0,0,6,0,0.5,2,0.7,0.6515,0.65,0.1642,28,90,118,182.4872364
5292,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,9,0,0,0,0,0,0,0,6,0,0.5,2,0.7,0.6667,0.74,0.1642,70,138,208,182.3257492
5293,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,10,0,0,0,0,0,0,0,6,0,0.5,2,0.72,0.697,0.74,0.2239,97,163,260,182.2147614
5294,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,11,0,0,0,0,0,0,0,6,0,0.5,2,0.74,0.697,0.7,0.194,122,192,314,182.1875694
5295,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,12,0,0,0,0,0,0,0,6,0,0.5,2,0.66,0.5909,0.89,0.1642,175,246,421,182.2308546
5296,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,13,0,0,0,0,0,0,0,6,0,0.5,2,0.74,0.7121,0.74,0.3284,61,92,153,182.4600444
5297,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,14,0,0,0,0,0,0,0,6,0,0.25,1,0.74,0.697,0.7,0.2537,113,146,259,182.7136515
5298,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,15,0,0,0,0,0,0,0,6,0,0.75,3,0.68,0.6364,0.79,0.3582,150,208,358,182.8917869
5299,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,16,0,0,0,0,0,0,0,6,0,0.5,2,0.7,0.6667,0.74,0.2836,148,133,281,183.0277469
5300,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,17,0,0,0,0,0,0,0,6,0,0.5,2,0.72,0.697,0.74,0.2537,97,172,269,183.1398446
5301,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,18,0,0,0,0,0,0,0,6,0,0.25,1,0.7,0.6667,0.74,0.2239,123,169,292,183.2197558
5302,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,19,0,0,0,0,0,0,0,6,0,0.5,2,0.68,0.6364,0.79,0.2836,67,170,237,183.2469478
5303,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0.5,2,0.68,0.6364,0.83,0.2239,78,105,183,183.1964484
5304,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0.5,2,0.68,0.6364,0.83,0.3881,40,127,167,183.0438402
5305,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0.5,2,0.68,0.6364,0.83,0.3881,36,118,154,182.8013319
5306,2011/8/13,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,6,0,0.5,2,0.66,0.6061,0.83,0.3284,25,95,120,182.7053274
5307,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.75,3,0.66,0.6061,0.83,0.2985,19,71,90,182.6531632
5308,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.75,3,0.64,0.5758,0.89,0.2239,16,57,73,182.5915649
5309,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0.75,3,0.64,0.5758,0.89,0.2239,13,49,62,182.5615982
5310,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0.5,2,0.64,0.5606,0.94,0.2537,5,22,27,182.6587125
5311,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0.75,3,0.64,0.5606,0.94,0.194,1,2,3,182.8263041
5312,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0.5,2,0.64,0.5606,0.94,0.1642,1,9,10,182.8496115
5313,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0.5,2,0.64,0.5606,0.94,0.1045,2,4,6,182.7763596
5314,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0.5,2,0.66,0.5909,0.89,0.194,4,20,24,182.5604883
5315,2011/8/14,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0.5,2,0.66,0.5909,0.89,0.2836,20,21,41,182.3557159
