instant,dteday,spring,summer,fall,season,yr,1,2,3,4,5,6,7,8,9,10,11,mnth,daybreak,morning,working hour,offwork,hr,holiday,w0,w1,w2,w3,w4,w5,weekday,workingday,weathersit,weathersit1,temp,atemp,hum,windspeed,casual,registered,cnt,sf
1563,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,0,0,0,1,0,4,1,0.75,3,0.42,0.4242,0,0.2239,1,11,12,
1564,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,14,0,0,0,0,0,1,0,4,1,0.75,3,0.44,0.4394,0,0.2985,0,12,12,
1565,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,0,0,0,0,1,0,4,1,0.75,3,0.44,0.4394,0,0.2239,3,11,14,
1566,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,16,0,0,0,0,0,1,0,4,1,0.75,3,0.42,0.4242,0,0.2537,1,20,21,
1567,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,17,0,0,0,0,0,1,0,4,1,0.5,2,0.44,0.4394,0,0.3881,2,109,111,
1568,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,18,0,0,0,0,0,1,0,4,1,0.75,3,0.44,0.4394,0,0.3582,2,80,82,
1569,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,19,0,0,0,0,0,1,0,4,1,0.75,3,0.44,0.4394,0,0.5821,5,51,56,
1570,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,1,0,4,1,0.75,3,0.36,0.3333,0,0.3284,9,29,38,
1571,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,1,0,4,1,0.75,3,0.36,0.3485,0,0.2239,1,27,28,
1572,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,1,0,4,1,0.5,2,0.34,0.3333,0,0.1343,4,30,34,
1573,2011/3/10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,0,0,1,0,4,1,0.75,3,0.34,0.3485,0,0.0896,1,26,27,
1574,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0.5,2,0.34,0.3485,1,0.0896,0,6,6,
1575,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,5,1,0.75,3,0.34,0.3485,1,0.1045,0,8,8,
1576,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,5,1,0.75,3,0.34,0.3485,1,0.1045,2,3,5,
1577,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,1,5,1,0.5,2,0.32,0.3333,0.93,0.0896,0,2,2,
1578,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,1,5,1,0.25,1,0.3,0.2879,0.81,0.2239,1,6,7,
1579,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,0,0,0,1,5,1,0.25,1,0.26,0.2424,0.81,0.2836,1,31,32,
1580,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,0,0,0,1,5,1,0.25,1,0.26,0.2576,0.7,0.194,10,104,114,
1581,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,1,5,1,0.25,1,0.28,0.2727,0.7,0.2537,15,244,259,
1582,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,0,0,0,0,0,1,5,1,0.5,2,0.3,0.2879,0.61,0.2836,13,143,156,
1583,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,10,0,0,0,0,0,0,1,5,1,0.5,2,0.32,0.303,0.57,0.2985,18,60,78,
1584,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,11,0,0,0,0,0,0,1,5,1,0.5,2,0.32,0.303,0.57,0.2985,14,67,81,
1585,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,0,0,0,0,0,0,1,5,1,0.5,2,0.34,0.3182,0.53,0.2537,15,96,111,
1586,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,0,0,0,0,1,5,1,0.25,1,0.36,0.3333,0.53,0.2537,15,92,107,
1587,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,14,0,0,0,0,0,0,1,5,1,0.5,2,0.36,0.3333,0.5,0.3582,25,64,89,
1588,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,0,0,0,0,0,1,5,1,0.5,2,0.34,0.3182,0.53,0.2537,21,64,85,
1589,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,16,0,0,0,0,0,0,1,5,1,0.5,2,0.34,0.303,0.49,0.2985,18,95,113,
1590,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,17,0,0,0,0,0,0,1,5,1,0.25,1,0.34,0.3182,0.49,0.2239,23,200,223,
1591,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,18,0,0,0,0,0,0,1,5,1,0.25,1,0.32,0.303,0.49,0.3284,19,134,153,
1592,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,19,0,0,0,0,0,0,1,5,1,0.25,1,0.3,0.2727,0.56,0.3284,7,111,118,
1593,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,1,5,1,0.25,1,0.3,0.303,0.56,0.1642,6,70,76,
1594,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,1,5,1,0.5,2,0.3,0.2879,0.52,0.2537,10,43,53,
1595,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,1,5,1,0.25,1,0.3,0.303,0.52,0.1642,11,53,64,
1596,2011/3/11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,1,5,1,0.25,1,0.3,0.2879,0.52,0.2537,3,34,37,
1597,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.25,1,0.26,0.2727,0.6,0.1343,4,30,34,
1598,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.2273,0.65,0.194,3,15,18,
1599,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.2273,0.65,0.194,0,14,14,
1600,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.2273,0.65,0.2537,1,6,7,
1601,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.2273,0.65,0.2537,0,1,1,
1602,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,6,0,0.25,1,0.22,0.2273,0.69,0.194,0,2,2,
1603,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0.25,1,0.22,0.2121,0.75,0.2537,2,2,4,
1604,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.2273,0.7,0.194,4,19,23,
1605,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,6,0,0.25,1,0.26,0.2576,0.65,0.1642,9,44,53,
1606,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,0,0,0,0,0,0,6,0,0.25,1,0.28,0.2879,0.65,0.1045,25,76,101,
1607,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,10,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.303,0.66,0.2239,21,78,99,
1608,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,11,0,0,0,0,0,0,0,6,0,0.25,1,0.34,0.303,0.49,0.3284,36,83,119,
1609,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,0,0,0,0,0,0,0,6,0,0.25,1,0.34,0.3182,0.53,0.2836,51,107,158,
1610,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,0,0,0,0,0,6,0,0.25,1,0.36,0.3333,0.51,0.3582,62,95,157,
1611,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,14,0,0,0,0,0,0,0,6,0,0.25,1,0.4,0.4091,0.5,0.4478,70,96,166,
1612,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,0,0,0,0,0,0,6,0,0.25,1,0.42,0.4242,0.44,0.4925,81,101,182,
1613,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,16,0,0,0,0,0,0,0,6,0,0.25,1,0.46,0.4545,0.41,0.4478,100,144,244,
1614,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,17,0,0,0,0,0,0,0,6,0,0.25,1,0.46,0.4545,0.44,0.3284,99,114,213,
1615,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,18,0,0,0,0,0,0,0,6,0,0.25,1,0.42,0.4242,0.54,0.1642,54,91,145,
1616,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,19,0,0,0,0,0,0,0,6,0,0.25,1,0.42,0.4242,0.54,0.0896,26,86,112,
1617,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0.25,1,0.4,0.4091,0.58,0.1045,22,64,86,
1618,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0.25,1,0.38,0.3939,0.62,0,36,46,82,
1619,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0.25,1,0.36,0.3788,0.71,0,7,56,63,
1620,2011/3/12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,6,0,0.25,1,0.38,0.3939,0.66,0.0896,11,38,49,
1621,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,1,0.38,0.3939,0.62,0.1045,3,35,38,
1622,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3485,0.66,0.1343,10,23,33,
1623,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0.25,1,0.34,0.3333,0.76,0.1343,6,17,23,
1624,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0.25,1,0.34,0.3333,0.66,0.1642,4,9,13,
1625,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3485,0.62,0.1343,0,3,3,
1626,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0.25,1,0.34,0.3636,0.66,0,0,2,2,
1627,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3485,0.62,0.194,2,8,10,
1628,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0.25,1,0.4,0.4091,0.5,0.2985,11,23,34,
1629,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0.25,1,0.4,0.4091,0.5,0.4179,8,36,44,
1630,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0.25,1,0.42,0.4242,0.47,0.2537,36,86,122,
1631,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0.25,1,0.44,0.4394,0.41,0.4179,88,93,181,
1632,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,0,1,0,0,0,0,0,0,0,0.25,1,0.46,0.4545,0.38,0.3881,74,120,194,
1633,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0.25,1,0.46,0.4545,0.38,0.3881,97,124,221,
1634,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,14,0,1,0,0,0,0,0,0,0,0.25,1,0.46,0.4545,0.41,0.2985,144,106,250,
1635,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0.25,1,0.48,0.4697,0.39,0.3284,149,155,304,
1636,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,16,0,1,0,0,0,0,0,0,0,0.25,1,0.46,0.4545,0.41,0.3881,124,132,256,
1637,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0.25,1,0.44,0.4394,0.41,0.3582,98,143,241,
1638,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,18,0,1,0,0,0,0,0,0,0,0.25,1,0.4,0.4091,0.43,0.3582,55,92,147,
1639,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,19,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3333,0.5,0.3582,28,73,101,
1640,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0.25,1,0.32,0.303,0.57,0.2985,23,54,77,
1641,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0.25,1,0.3,0.2879,0.56,0.2537,9,49,58,
1642,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0.25,1,0.3,0.2727,0.56,0.3284,8,29,37,
1643,2011/3/13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0.25,1,0.26,0.2576,0.65,0.2239,5,23,28,
1644,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2727,0.65,0.1045,4,7,11,
1645,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2879,0.65,0.0896,0,1,1,
1646,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2879,0.65,0.0896,0,1,1,
1647,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2727,0.65,0.1343,0,3,3,
1648,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,1,0,0,0,0,1,1,0.25,1,0.24,0.2424,0.7,0.1343,0,8,8,
1649,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2727,0.65,0.1343,1,27,28,
1650,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,1,0,0,0,0,1,1,0.5,2,0.28,0.3182,0.61,0,4,84,88,
1651,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,0,1,0,0,0,0,1,1,0.5,2,0.3,0.303,0.56,0.1343,24,217,241,
1652,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,0,1,0,0,0,0,1,1,0.25,1,0.32,0.303,0.53,0.3284,13,127,140,
1653,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,10,0,0,1,0,0,0,0,1,1,0.25,1,0.34,0.3182,0.42,0.2537,27,57,84,
1654,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,11,0,0,1,0,0,0,0,1,1,0.25,1,0.36,0.3333,0.4,0.2537,26,45,71,
1655,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,0,0,1,0,0,0,0,1,1,0.25,1,0.38,0.3939,0.37,0,40,54,94,
1656,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,1,0,0,0,0,1,1,0.25,1,0.38,0.3939,0.36,0.3284,24,51,75,
1657,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,14,0,0,1,0,0,0,0,1,1,0.5,2,0.38,0.3939,0.34,0,27,52,79,
1658,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,0,1,0,0,0,0,1,1,0.25,1,0.38,0.3939,0.37,0.1642,24,77,101,
1659,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,16,0,0,1,0,0,0,0,1,1,0.25,1,0.4,0.4091,0.35,0.1045,27,80,107,
1660,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,17,0,0,1,0,0,0,0,1,1,0.25,1,0.38,0.3939,0.4,0.194,42,229,271,
1661,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,18,0,0,1,0,0,0,0,1,1,0.25,1,0.36,0.3636,0.4,0.1045,25,210,235,
1662,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,19,0,0,1,0,0,0,0,1,1,0.25,1,0.36,0.3485,0.43,0.1343,17,133,150,
1663,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,1,0,0,0,0,1,1,0.25,1,0.34,0.3182,0.46,0.2239,23,106,129,
1664,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,1,0,0,0,0,1,1,0.25,1,0.34,0.3333,0.46,0.1343,5,58,63,
1665,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,1,0,0,0,0,1,1,0.25,1,0.32,0.3333,0.49,0.1045,4,43,47,
1666,2011/3/14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,1,0,0,0,0,1,1,0.25,1,0.32,0.3485,0.53,0,2,17,19,
1667,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.25,1,0.32,0.3485,0.53,0,7,7,14,
1668,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0.25,1,0.3,0.303,0.62,0.0896,4,6,10,
1669,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,2,1,0.25,1,0.3,0.303,0.62,0.0896,1,2,3,
1670,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,1,0,0,0,2,1,0.25,1,0.24,0.2576,0.75,0.0896,1,1,2,
1671,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,1,0,0,0,2,1,0.25,1,0.24,0.2273,0.75,0.194,0,11,11,
1672,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,1,0,0,0,2,1,0.25,1,0.22,0.2273,0.8,0.194,3,32,35,
1673,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,1,0,0,0,2,1,0.25,1,0.24,0.2424,0.75,0.1642,10,109,119,
1674,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,1,0,0,0,2,1,0.25,1,0.26,0.2879,0.7,0.0896,23,259,282,
1675,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,0,0,1,0,0,0,2,1,0.5,2,0.3,0.3333,0.7,0,10,147,157,
1676,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,10,0,0,0,1,0,0,0,2,1,0.5,2,0.32,0.3182,0.66,0.194,22,56,78,
1677,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,11,0,0,0,1,0,0,0,2,1,0.5,2,0.34,0.3182,0.57,0.2239,27,51,78,
1678,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,0,0,0,1,0,0,0,2,1,0.5,2,0.36,0.3485,0.5,0.2239,32,70,102,
1679,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,0,1,0,0,0,2,1,0.5,2,0.36,0.3333,0.57,0.2836,23,74,97,
1680,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,14,0,0,0,1,0,0,0,2,1,0.5,2,0.38,0.3939,0.46,0.2985,14,74,88,
1681,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,0,0,1,0,0,0,2,1,0.5,2,0.38,0.3939,0.43,0.2836,24,66,90,
1682,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,16,0,0,0,1,0,0,0,2,1,0.5,2,0.38,0.3939,0.46,0.3284,21,93,114,
1683,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,17,0,0,0,1,0,0,0,2,1,0.5,2,0.36,0.3485,0.62,0.194,22,195,217,
1684,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,18,0,0,0,1,0,0,0,2,1,0.5,2,0.36,0.3333,0.62,0.2985,18,207,225,
1685,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,19,0,0,0,1,0,0,0,2,1,0.5,2,0.34,0.3182,0.71,0.2836,14,138,152,
1686,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,1,0,0,0,2,1,0.5,2,0.34,0.3182,0.71,0.2836,9,79,88,
1687,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,1,0,0,0,2,1,0.75,3,0.32,0.3333,0.81,0.1045,2,53,55,
1688,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,1,0,0,0,2,1,0.5,2,0.32,0.3182,0.87,0.1642,1,20,21,
1689,2011/3/15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,1,0,0,0,2,1,0.5,2,0.32,0.3182,0.87,0.1642,1,17,18,
1690,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0.75,3,0.3,0.2879,0.93,0.2537,0,8,8,
1691,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0.75,3,0.3,0.2727,1,0.2985,1,2,3,
1692,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,3,1,0.5,2,0.28,0.2727,1,0.2239,1,2,3,
1693,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,1,0,0,3,1,0.5,2,0.3,0.303,0.93,0.1642,0,1,1,
1694,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,1,0,0,3,1,0.5,2,0.3,0.3182,0.93,0.1045,0,3,3,
1695,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,0,1,0,0,3,1,0.5,2,0.3,0.3182,0.93,0.1045,1,30,31,
1696,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,0,1,0,0,3,1,0.5,2,0.3,0.2879,0.93,0.194,10,101,111,
1697,2011/3/16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,1,0,0,3,1,0.5,2,0.32,0.3182,0.93,0,26,227,253,
